Para actualizar acceder a la siguiente página: https://www.asamblea.go.cr/Centro_de_informacion/Consultas_SIL/SitePages/ConsultaProyectos.aspx,,,
FALSE,24507,"ADICIÓN DE UN PÁRRAFO TERCERO AL ARTÍCULO 294 Y ADICIÓN DE LOS ARTÍCULOS 294 BIS Y 294 TER A LA LEY N° 5395 DEL 30 DE OCTUBRE DE 1973, LEY GENERAL DE SALUD, LEY PARA MODERNIZAR LA LEY GENERAL DE SALUD EN MATERIA DE CONTAMINACIÓN SONORA Y PROMOVER LOS PAISAJES SONOROS POSITIVOS",11/09/2024
FALSE,24508,LEY PARA LA CREACIÓN DEL FIDEICOMISO CAFETALERO,11/09/2024
FALSE,24509,LEY PARA LA DECLARATORIA DE LAS BOTELLAS DE PLÁSTICO DE UN SOLO USO COMO RESIDUOS DE MANEJO ESPECIAL,11/09/2024
FALSE,24510,LEY DE IMPUESTOS A LAS ACTIVIDADES ECONÓMICAS DE LA MUNICIPALIDAD DE GOLFITO,11/09/2024
FALSE,24511,"INVESTIGACIÓN QUE INDAGUE LAS RELACIONES DE CASA PRESIDENCIAL, EL MINISTERIO DE AMBIENTE Y ENERGÍA, LA MUNICIPALIDAD DE TALAMANCA, EL SISTEMA NACIONAL DE ÁREAS DE CONSERVACIÓN Y CUALQUIER OTRA ENTIDAD PÚBLICA CON EL EMPRESARIO ALLAN PACHECO DENT, ASÍ COMO CUALQUIER OTRA INCIDENCIA IRREGULAR DE PARTICULARES CON EL PODER EJECUTIVO PARA EL OTORGAMIENTO DE PERMISOS DE CUALQUIER ÍNDOLE EN LA ZONA DEL REFUGIO NACIONAL DE VIDA SILVESTRE GANDOCA-MANZANILLO Y SUS ALREDEDORES.",11/09/2024
FALSE,24512,"REFORMA A LA LEY N° 7430 LEY DE FOMENTO DE LA LACTANCIA MATERNA, DE 14 DE SEPTIEMBRE DE 1994 Y SUS REFORMAS",11/09/2024
FALSE,24513,LEY DE CREACIÓN DEL DEPÓSITO LIBRE COMERCIAL DE LA PROVINCIA DE LIMÓN,11/09/2024
FALSE,24514,"INVESTIGACIÓN SOBRE TODOS LOS PERMISOS OTORGADOS POR CUALQUIER ENTE ESTATAL A LAS PROPIEDADES UBICADAS DENTRO O CERCANAS AL REFUGIO NACIONAL DE VIDA SILVESTRE GANDOCA-MANZANILLO, LAS RELACIONES DE CASA PRESIDENCIAL Y LA MUNICIPALIDAD DE TALAMANCA CON LOS PROPIETARIOS, INCLUYENDO LAS INACCIONES O NEGLIGENCIAS DERIVADAS DE ÓRDENES JUDICIALES AL ESTADO PARA RECUPERAR PROPIEDADES QUE SON PARTE DEL PATRIMONIO DEL ESTADO Y QUE DE MANERA IRREGULAR FUERON TRASPASADAS A PROPIETARIOS PRIVADOS",11/09/2024
FALSE,24515,LEY PARA EXCEPTUAR DE LA APLICACIÓN DE LA REGLA FISCAL AL PODER JUDICIAL,11/09/2024
FALSE,24516,"ADICIÓN DE UN ARTÍCULO 214 TER AL CÓDIGO PENAL, LEY N°4573 DEL 04 DE MAYO DE 1970, EXTORSIÓN SEXUAL",11/09/2024
FALSE,24517,PRESCRIPCION DE OFICIO PARA DEUDAS FINANCIERAS EN COBRO JUDICIAL,11/09/2024
FALSE,24518,LEY QUE DOTA DE MAYOR FINANCIAMIENTO LA SEGURIDAD PUBLICA,11/09/2024
FALSE,24519,"REFORMA Y ADICIÓN DE VARIOS ARTÍCULOS A LA LEY N°10204, LEY PROTECTORA DE LA ACTIVIDAD DEL BOYEO Y LA CARRETA COSTARRICENSE, DE 5 DE MAYO DE 2022",11/09/2024
FALSE,24520,LEY PARA AUMENTAL EL PRESUPUESTO QUE INVIERTE EL ESTADO EN LA ATENCIÓN DE LA SALUD MENTAL,11/09/2024
FALSE,24521,"LEY PARA QUE SE MODIFIQUE EL ARTICULO 52, DE LA LEY N.º 8131, LEY DE LA ADMINISTRACIÓN FINANCIERA DE LA REPÚBLICA Y PRESUPUESTOS PÚBLICOS",11/09/2024
FALSE,24522,"DECLARACIÓN DE BENEMERITAZGO DE LA PATRIA AL INSTITUTO NACIONAL DE SEGUROS, INS",11/09/2024
FALSE,24523,"REFORMA DEL ARTÍCULO 20 DE LA LEY CONTRA LA DELINCUENCIA ORGANIZADA, LEY N.°8754, DE 24 DE JULIO DE 2009 Y SUS REFORMAS",11/09/2024
FALSE,24524,"LEY DE INCLUSIÓN, FORTALECIMIENTO Y DESARROLLO INTEGRAL DE LA PERSONA ADULTA MAYOR Y PERSONAN CON DISCAPACIDAD. REFORMA A LA LEY 7794, CÓDIGO MUNICIPAL, DE 30 DE ABRIL DE 1998",11/09/2024
FALSE,24525,LEY DE REINVINDICACIÓN DEL TRABAJADOR INDEPENDIENTE MEDIANTE LA REFORMA AL ARTÍCULO 3 DE LA LEY N°17 LEY CONSTITUTIVA DE LA CAJA COSTARRICENSE DE SEGURO SOCIAL CCSS Y AL ARTÍCULO 15 DE LA LEY N°7092 LEY DEL IMPUESTO SOBRE LA RENTA,11/09/2024
FALSE,24526,MODIFICACIÓN DEL ARTÍCULO 20 Y ADICION DEL ARTÍCULO 20 BIS Y DEL ARTÍCULO 21 BIS A LA LEY DE PROCEDIMIENTOS DE OBSERVANCIA DE LOS DERECHOS DE PROPIEDAD INTELECTUAL N.º 8039 Y SUS REFORMAS,11/09/2024
FALSE,24527,"REFORMA PARCIAL DE LA LEY N°4179, LEY DE ASOCIACIONES COOPERATIVAS Y CREACION DEL INFOCOOP DEL 22 DE AGOSTO DE 1968 Y SUS REFORMAS, PARA LA CONSTITUCIÓN E INSCRIPCIÓN DE COOPERATIVAS",11/09/2024
FALSE,24528,DECLARATORIA DE INTERÉS PÚBLICO E INCLUSIÓN DE UN PLAN DE SALUD MENTAL EN EL SISTEMA EDUCATIVO COSTARRICENSE,11/09/2024
FALSE,24529,"LEY PARA LA PREVENCIÓN, LUCHA CONTRA LA CRIMINALIDAD Y EL NARCOTRÁFICO: REFORMA DE LA LEY ORGÁNICA DEL MINISTERIO DE SEGURIDAD PÚBLICA N°5482, LA LEY GENERAL DE POLICÍA N°7410, Y EL CÓDIGO MUNICIPAL LEY N°7794 PARA EL FORTALECIMIENTO DE LA SEGURIDAD PÚBLICA",11/09/2024
FALSE,24530,LEY PARA LA CREACIÓN DE LOS CENTROS ESPECIALIZADOS DE ATENCIÓN Y ALBERGUE TEMPORAL PARA MUJERES EN VIOLENCIA DOMÉSTICA Y RIESGO DE MUERTE EN COSTA RICA,11/09/2024
FALSE,24531,DECLARACIÓN DE INTERÉS PÚBLICO PARA EL DESARROLLO TURÍSTICO Y EL VALOR HISTÓRICO DE LOS DISTRITOS DE POROZAL Y BEBEDERO DEL CANTÓN DE CAÑAS,11/09/2024
FALSE,24532,DESAFECTACIÓN DEL USO PÚBLICO DE UN BIEN PROPIEDAD DEL BENEMÉRITO CUERPO DE BOMBEROS DE COSTA RICA Y AUTORIZACIÓN PARA SU DONACIÓN A LA CORTE SUPREMA DE JUSTICIA PARA USO DEL ORGANISMO DE INVESTIGACIÓN JUDICIAL,11/09/2024
FALSE,24533,"REFORMA DE LOS TRANSITORIOS I Y X DE LA LEY 8904, REFORMA DEL SEGUNDO PÁRRAFO Y ADICIÓN DE VARIOS PÁRRAFOS AL ARTÍCULO 8; ADICIÓN DEL ARTÍCULO 8 BIS; ADICIÓN DEL INCISO F) AL ARTÍCULO 65, Y REFORMA DEL INCISO K) DEL ARTÍCULO 103 DEL CÓDIGO DE MINERÍA, LEY N.° 6797, DE 4 DE OCTUBRE DE 1982, Y SUS REFORMAS, LEY PARA DECLARAR A COSTA RICA PAÍS LIBRE DE MINERÍA METÁLICA A CIELO ABIERTO, DE 1 DE DICIEMBRE DE 2010.",11/09/2024
FALSE,24534,"SE INVESTIGUE EXHAUSTIVAMENTE TODO LO RELACIONADO CON LOS CONTRATOS, LICITACIONES, ADJUDICACIONES Y COMPRAS PÚBLICAS, QUE PODRÍAN GENERAR IRREGULARIDADES EN LA EMPRESA RACSA",11/09/2024
FALSE,24535,LEY DE PRESUPUESTO ORDINARIO Y EXTRAORDINARIO DE LA REPÚBLICA PARA EL EJERCICIO ECONÓMICO 2025,11/09/2024
FALSE,24536,LEY QUE AUTORIZA A LA MUNICIPALIDAD DE TALAMANCA A DONAR UN TERRENO DE SU PROPIEDAD AL INSTITUTO NACIONAL DE APRENDIZAJE,11/09/2024
FALSE,24537,"REFORMA AL ARTÍCULO 131 DE LA LEY DE ASOCIACIONES COOPERATIVAS, PARA INCORPORAR EL INSTITUTO JURÍDICO DEL ACTO COOPERATIVO",11/09/2024
FALSE,24538,"LEY PARA LA GESTIÓN MUNICIPAL DE ACERAS Y SISTEMAS URBANOS DE DRENAJE Y SANEAMIENTO, REFORMA LOS ARTÍCULOS 83, 83 BIS Y 84 INCISO D, DEL CÓDIGO MUNICIPAL",11/09/2024
FALSE,24539,"AUTORIZACIÓN AL INSTITUTO MIXTO DE AYUDA SOCIAL PARA QUE DESAFECTE, SEGREGUE Y DONE UN TERRENO DE SU PROPIEDAD A LA ASOCIACIÓN PRO-VIVIENDA CALLE LA ESTEFANA",11/09/2024
FALSE,24540,"ADICIÓN DE UN INCISO I) Y UN INCISO J) AL ARTÍCULO 2 DE LA LEY GENERAL DE CONTRATACIÓN PÚBLICA, LEY N.º 9986, DE 27 DE MAYO DE 2021, Y SUS REFORMAS",11/09/2024
FALSE,24541,LEY DEL DERECHO AL OLVIDO ONCOLOGICO,11/09/2024
FALSE,24542,"REFORMA DE LOS ARTÍCULOS 11, 14, 16, 17, 20, 22 Y 24 DE LA LEY N° 8533, REGULACIÓN DE LAS FERIAS DEL AGRICULTOR, DEL 18 DE JULIO DEL 2006",11/09/2024
FALSE,24543,"REFORMA AL ARTÍCULO 9 DE LA LEY ORGÁNICA DEL CONSEJO NACIONAL DE PRODUCCIÓN N°2035 DEL 17 DE JULIO DE 1956, PARA QUE LOS PRODUCTOS DE ORIGEN VEGETAL DEL PROGRAMA DE ABASTECIMIENTO INSTITUCIONAL TENGAN LA CERTIFICACIÓN TICO-BPA",11/09/2024
FALSE,24544,"ADICIÓN DE UN ARTÍCULO SEGUNDO Y DE LOS TRANSITORIOS TERCERO Y CUARTO A LA LEY 8950, DERECHOS PREJUBILATORIOS A LOS EXTRABAJADORES DEL INSTITUTO COSTARRICENSE DE FERROCARRILES, DE 12 DE MAYO DE 2011",11/09/2024
FALSE,24545,"LEY QUE ORDENA LAS CONSTRUCCIONES, REPARACIONES Y ARREGLOS DE OBRAS EN LAS VÍAS PÚBLICAS DEL PAÍS",11/09/2024
FALSE,24546,DECLARATORIA DEL 6 DE SEPTIEMBRE DE CADA AÑO COMO DÍA NACIONAL DEL CONGRESO DE LA REPÚBLICA,11/09/2024
FALSE,24547,"REFORMA DEL INCISO F) DEL ARTÍCULO 14, SE REFORMA EL INCISO R), SE CORRE LA NUMERACIÓN DE LOS INCISOS SUBSIGUIENTES DEL ARTÍCULO 119 Y SE REFORMA EL PÁRRAFO FINAL DEL ARTÍCULO 119 DE LA LEY GENERAL DE CONTRATACIÓN PÚBLICA, LEY N. 9986 DEL 27 DE MAYO DE 2021. LEY DE RESPONSABILIDAD LABORAL DE LOS CONTRATISTAS CON EL ESTADO",11/09/2024
FALSE,24548,"INVESTIGACION SOBRE EL CUMPLIMIENTO O NO DE LOS OBJETIVOS Y COMPROMISOS DEL CONTRATO DE CONCESIÓN CON LA EMPRESA APM TERMINALS S.A. EN LA ADMINISTRACIÓN DE LA TERMINAL DE CONTENEDORES DE MOÍN, TANTO EN CUANTO A LAS OBLIGACIONES DE LA EMPRESA CONCESIONARIA COMO A LAS RESPONSABILIDADES POR PARTE DE LA AUTORIDAD PORTUARIA Y EL MOPT",11/09/2024
FALSE,24549,"REFORMA AL INCISO Ñ Y ADICIÓN DE LOS INCISOS P Y Q, DEL ARTÍCULO 2 DE LA LEY DEL INSTITUTO COSTARRICENSE DE PUERTOS DEL PACÍFICO, LEY N.° 1721, DE 28 DE DICIEMBRE DE 1953 Y SUS REFORMAS",11/09/2024
FALSE,24550,SEGREGACIÓN Y DESAFECTACIÓN DE UN BIEN PROPIEDAD DEL INSTITUTO MIXTO DE AYUDA SOCIAL Y AUTORIZACIÓN PARA SU DONACIÓN A LA ASOCIACIÓN OBRAS DEL ESPIRITU SANTO,11/09/2024
FALSE,24551,LEY PARA LA PROTECCIÓN Y GARANTÍA DEL DERECHO A LA CIUDAD,11/09/2024
FALSE,24552,"ADICIONES A LA LEY N°10.025 FOMENTO A LA LECTURA, EL LIBRO Y LAS BIBLIOTECAS DEL 14 DE SEPTIEMBRE DE 2021, PARA LA PROMOCIÓN DE LOS CLUBES DE LECTURA Y ACCESO A LA LECTURA EN ESPACIOS COMUNALES, EDUCATIVOS Y SOCIALES",11/09/2024
FALSE,24553,"REFORMA DE VARIOS ARTÍCULOS DE LA LEY N.° 63, DE 28 DE SETIEMBRE DE 1887 Y SUS REFORMAS, CÓDIGO CIVIL",11/09/2024
FALSE,24554,LEY QUE REGULA LA PUBLICIDAD DIRIGIDA A MENORES DE EDAD,11/09/2024
FALSE,24555,"REFORMA DEL ARTÍCULO 1 DE LA LEY QUE CREA LA RED NACIONAL DE CUIDO Y DESARROLLO INFANTIL, LEY N° 9220 DEL 24 DE MARZO DEL 2014",11/09/2024
FALSE,24556,CREACIÓN DEL PREMIO NACIONAL DEPORTIVO CLAUDIA POLL AHRENS,11/09/2024
FALSE,24557,"DESAFECTACIÓN DEL USO PÚBLICO Y AUTORIZACIÓN PARA QUE SE DONE UN TERRENO PROPIEDAD DE LA JUNTA DE EDUCACIÓN DE DIVISIÓN DE PÁRAMO DE PÉREZ ZELEDÓN A LA ASOCIACIÓN DE DESARROLLO INTEGRAL DE DIVISIÓN DE PÁRAMO DE PÉREZ ZELEDÓN, SAN JOSÉ",11/09/2024
FALSE,24558,DECLARACIÓN DE CIUDADANO DISTINGUIDO A SHERMAN ISIDRO GUITY GUITY,11/09/2024
FALSE,24559,"PERMISO PARA EL ATRAQUE Y PERMANENCIA DE LA EMBARCACION ""PATRULLERO ARAGO"" (ARTILLADO, DE NACIONALIDAD FRANCESA), EN EL PUERTO DE CALDERA, DESEMBARQUE Y PERMANENCIA EN TERRITORIO NACIONAL DE SU TRIPULACIÓN; DURANTE SU PERMANENCIA DEL 28 DE SETIEMBRE AL 02 DE OCTUBRE.",11/09/2024
FALSE,24560,DECLARATORIA COMO CIUDADANO DISTINGUIDO A SHERMAN ISIDRO GUITY GUITY,11/09/2024
FALSE,24561,REFORMA A LA LEY DE CREACIÓN DEL PARQUE NACIONAL ISLA SAN LUCAS,11/09/2024
FALSE,24562,"REFORMA AL ARTÍCULO 227 DEL CÓDIGO PENAL, LEY N°4573 DE 4 DE MAYO DE 1970 Y SUS REFORMAS, REFORMA AL ARTÍCULO 3° Y ADICIÓN DE UN ARTÍCULO 58 BIS A LA LEY FORESTAL, LEY N°7575 DE 13 DE FEBRERO DE 1996. LEY PARA COMBATIR EL TRÁFICO DE TIERRAS.",17/09/2024
FALSE,24563,"REFORMA DEL ARTÍCULO 1 Y ADICIÓN DE UN NUEVO CAPITULO A LA LEY DE PENALIZACIÓN DE LA VIOLENCIA CONTRA LAS MUJERES, LEY N° 8589, DEL 25 DE ABRIL DE 2007. LEY PARA EL TRATAMIENTO DE LOS CRÍMENES DE VIOLENCIA DE GÉNERO POR PARTE DE LOS MEDIOS DE COMUNICACIÓN.",17/09/2024
FALSE,24564,"REFORMA DEL ARTÍCULO 6 Y ADICION DE UN INCISO NUEVO AL ARTICULO 9 DE LA LEY N.º 17, LEY CONSTITUTIVA DE LA CAJA COSTARRICENSE DEL SEGURO SOCIAL, PARA GARANTIZAR LA AUTONOMÍA EN LA DESIGNACIÓN DE REPRESENTANTES SINDICALES Y SOLIDARISTAS EN LA CCSS",17/09/2024
FALSE,24565,"REFORMA PARCIAL DE LA LEY PARA PREVENIR LA REVICTIMIZACIÓN Y GARANTIZAR LOS DERECHOS DE LAS PERSONAS MENORES DE EDAD EN EL SISTEMA EDUCATIVO COSTARRICENSE, LEY 9999, DEL 27 DE AGOSTO DEL 2021.",17/09/2024
FALSE,24566,LEY PARA AUTORIZAR AL MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTES PARA QUE DESAFECTE Y DONE AL MINISTERIO DE SEGURIDA PÚBLICA BIENES INMUEBLES DE SU PROPIEDAD,17/09/2024
FALSE,24567,LEY PARA LA CONSOLIDACIÓN Y MODERNIZACIÓN FISCAL SOBRE LOS ESPECTÁCULOS PÚBLICOS,17/09/2024
FALSE,24568,LEY DE EXONERACIÓN FISCAL PARA LA INCLUSIÓN Y MOVILIDAD DE PERSONAS CON DISCAPACIDAD,17/09/2024
FALSE,24569,LEY PARA CREAR LA COMISIÓN EVALUADORA DE PRUEBAS NACIONALES,17/09/2024
FALSE,24570,"REFORMA DE LA LEY N° 8533, REGULACIÓN DE LAS FERIAS DEL AGRICULTOR, DEL 18 DE JULIO DEL 2006",17/09/2024
FALSE,24571,"REFORMA DE LOS ARTÍCULOS 4, 5 Y 13 DE LA LEY N°7322 DEL 15 DE DICIEMBRE DE 1992 LEY DEL IMPUESTO DE PATENTES DE LA MUNICIPALIDAD DE NARANJO, REFORMADA POR LA LEY N° 7436 DEL 25 DE OCTUBRE DEL 1994",17/09/2024
TRUE,24572,"ADICIÓN DE UN TRANSITORIO VI A LA LEY 7088, REAJUSTE TRIBUTARIO Y RESOLUCIÓN 18ª CONSEJO ARANCELARIO Y ADUANERO CENTROAMERICANO, DE 30 DE NOVIEMBRE DE 1987, CONDONACIÓN DE LAS DEUDAS ACUMULADAS EN EL PAGODEL MARCHAMO",17/09/2024
FALSE,24573,LEY PARA EL FORTALECIMIENTO DE LAS INVESTIGACIONES DE DELITOS FINANCIEROS Y ESTAFAS ELECTRÓNICAS,17/09/2024
FALSE,24574,"AUTORIZACIÓN AL INSTITUTO NACIONAL DE VIVIENDA Y URBANISMO (INVU), PARA QUE DONE UN TERRENO DE SU PROPIEDAD A LA FUNDACIÓN ECOTIERRA PARA FINES DE EDUCACIÓN AMBIENTAL Y DESARROLLO COMUNITARIO EN LA UNIÓN, PROVINCIA DE CARTAGO",18/09/2024
FALSE,24575,LEY DE CREACIÓN DEL COLEGIO DE PROFESIONALES EN EDUCACIÓN ESPECIAL DE COSTA RICA,23/09/2024
FALSE,24576,"REFORMA DE LOS ARTÍCULOS 3 Y 4 Y LA INCLUSIÓN DE UN ARTÍCULO 3 BIS EN LA LEY 8444, LEY REGULADORA DE EXONERACIONES VIGENTES, DEROGATORIAS Y EXCEPCIONES, PARA GARANTIZAR LOS DERECHOS DE LA POBLACIÓN CON DISCAPACIDAD",23/09/2024
FALSE,24577,LEY PARA EL DESARROLLO DEL DISTRITO DE CUTRIS A TRAVÉS DE LA EXPLOTACIÓN RESPONSABLE DE SUS RIQUEZAS,23/09/2024
FALSE,24578,AUTORIZACIÓN A LA MUNICIPALIDAD DE OROTINA PARA CONDONAR DEUDA A LA ASOCIACIÓN DE HOGAR PARA PERSONAS ADULTAS MAYORES PRESBÍTERO JESÚS MARÍA VARGAS VÁSQUEZ DE OROTINA,23/09/2024
TRUE,24579,SEGUNDA PRÓRROGA DEL PLAZO PARA ACOGERSE A LA CONDONACIÓN PARA LA FORMALIZACIÓN Y RECAUDACIÓN DE LAS CARGAS SOCIALES,23/09/2024
TRUE,24580,"REFORMA AL ARTÍCULO 46 DE LA LEY N° 7558 LEY ORGÁNICA DEL BANCO CENTRAL DE COSTA RICA DEL 3 DE NOVIEMBRE DE 1995, PARA ELIMINAR EL USO DE BILLETES Y MONEDAS EN EL SERVICIO PÚBLICO DE TRANSPORTE REMUNERADO DE PERSONAS MODALIDAD AUTOBÚS DE RUTA REGULAR",23/09/2024
FALSE,24581,AUTORIZACIÓN AL ESTADO PARA QUE DONE UN TERRENO DE SU PROPIEDAD A LA ASOCIACIÓN DE DESARROLLO INTEGRAL DEL SECTOR NORTE DE CARTAGO (CASA DE LA CULTURA),23/09/2024
TRUE,24583,APROBACIÓN DEL CONTRATO DE PRÉSTAMO N° CCR 1037 01 P PARA FINANCIAR EL PROGRAMA DE APOYO PRESUPUESTARIO IMPLEMENTACIÓN DE LA POLÍTICA AGROAMBIENTAL Y LA INICIATIVA AGROPAISAJES SOSTENIBLES SUSCRITO ENTRE LA REPÚBLICA DE COSTA RICA Y LA AGENCIA FRANCESA DE DESARROLLO (AFD),23/09/2024
,24584,"PERMISO PARA EL ATRAQUE Y PERMANENCIA DE LA EMBARCACION ""PATRULLERO ARAGO"" (ARTILLADO, DE NACIONALIDAD FRANCESA), EN PUNTARENAS; DESEMBARQUE Y PERMANENCIA EN TERRITORIO NACIONAL DE SU TRIPULACIÓN DURANTE SU PERMANENCIA, DEL 28 DE SETIEMBRE AL 09 DE OCTUBRE. CORRECCION A ERROR MATERIAL SOBRE EL EXPEDIENTE 24.559.",23/09/2024
TRUE,24585,TRASLADO DEL CONSEJO NACIONAL DE LA PERSONA ADULTA MAYOR AL MINISTERIO DE SALUD,24/09/2024
FALSE,24586,LEY PARA ESTABLECER LA CONFIDENCIALIDAD DEL REGISTRO DE VEHICULOS DE LOS CUERPOS DE POLICÍA DE INVESTIGACIÓN,24/09/2024
TRUE,24587,LEY MARCO DE TECNOLOGÍAS DE GESTIÓN Y DESARROLLO DE INFORMACIÓN PARA LA CONSTRUCCIÓN Y OPERACIÓN DE EDIFICACIONES E INFRAESTRUCTURAS PÚBLICAS,24/09/2024
TRUE,24588,LEY MARCO DE CAMBIO CLIMÁTICO,24/09/2024
FALSE,24589,"LEY PARA LA SANCIÓN DEL DELITO DE LAS FALSEDADES PROFUNDAS: ADICIÓN DE UN NUEVO ARTÍCULO 237 AL CÓDIGO PENAL, LEY N° 4373 DEL 15 DE NOVIEMBRE DE 1970 Y SUS REFORMAS",27/09/2024
FALSE,24590,"LEY ESPECIAL PARA LA INDENMIZACIÓN DE LOS DERECHOS LABORALES DE LOS EXEMPLEADOS DE FERTILIZANTES DE CENTROAMÉRICA COSTA RICA, S.A",28/09/2024
FALSE,24591,"EY PARA LA INCLUSIÓN DE PUERTO JIMÉNEZ EN EL APROVECHAMIENTO MINERO A PEQUEÑA ESCALA: REFORMA AL ARTÍCULO 8 DEL CÓDIGO DE MINERÍA, LEY N° 6797 DEL 4 DE OCTUBRE DE 1982",29/09/2024
